"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"rpoC",92836.5968504676,-0.955481877317307,0.0903802919020622,-10.5717945495538,4.02713747222447e-26,1.34689135625659e-25
"murF_2",4566.67436220981,-0.953923158468181,0.111834089883746,-8.52980660422779,1.46592575886883e-17,3.90259834133641e-17
"yfmO_1",3.98456263063812,-0.952336682988519,1.96999209102716,-0.483421576830783,0.628796430853585,0.68005700945578
"cdd",5422.94046090076,-0.951411927017492,0.142221103781041,-6.68966771965331,2.23677895863555e-11,4.90489270268291e-11
"bca",3456.45040067057,-0.946518463769027,0.115390486538171,-8.20274263646439,2.34963865106192e-16,6.09222269135272e-16
"parE",17580.1991853754,-0.945609396794252,0.103617737226093,-9.12594138907839,7.11154691503084e-20,2.02171119441591e-19
"ywpJ_1",633.680631505863,-0.944874955914014,0.185816179924999,-5.08499828322483,3.67629394425136e-07,6.75826785132582e-07
"cinA",4331.85646976482,-0.944695870904562,0.105276070301937,-8.97351001224809,2.87212647472435e-19,8.05004462634007e-19
"araQ_5",12.5189778103352,-0.943009562421116,1.13684362010431,-0.829498046824232,0.406822641556791,0.461955524506713
"ptsH",33216.6845535754,-0.942993279053964,0.120310448260069,-7.83799988023937,4.57779453293367e-15,1.14229606527122e-14
"lysS",52001.794211301,-0.941169461913335,0.0928711706987052,-10.1341401732374,3.89787588241632e-24,1.24357082260657e-23
"prfA",9025.4536907783,-0.94040318150036,0.096772968395675,-9.71762256641069,2.53634135569594e-22,7.69115321574845e-22
"lacG_1",56.8478885068288,-0.937924516273702,0.568333906837483,-1.65030540143702,0.0988804880939046,0.123175068110717
"gmuD_1",970.397258817775,-0.933373430738471,0.159493520969808,-5.85210875691406,4.85379046852933e-09,9.74430570731234e-09
"thiD",2325.5556065308,-0.927849258214154,0.121351679763761,-7.64595315054909,2.07403177759783e-14,5.0642002913125e-14
"tadA_2",1461.95070565873,-0.926520869986085,0.137581106970827,-6.73436120980291,1.64651682070249e-11,3.64063163688661e-11
"ymfD",27.6804839685889,-0.926272629306961,0.776089066781517,-1.19351330788393,0.232668403427671,0.277459249630601
"qseB",2105.99745421458,-0.923245754281318,0.124126606549675,-7.43793599087748,1.02270590064213e-13,2.43734699673993e-13
"pflA",2348.08965373844,-0.923063499088518,0.123039387571911,-7.50217891444746,6.27656200363079e-14,1.50713223375267e-13
"wbgU_2",944.571366073765,-0.919606066604609,0.158921825717801,-5.78653097175942,7.18548434885029e-09,1.42991138542121e-08
"ubiE_1",592.464840537077,-0.917473376388042,0.187583010127476,-4.89102598238804,1.00311720515919e-06,1.8106151821014e-06
"cmtB_1",32.0961560209073,-0.91691138498787,0.726249121301087,-1.26253011273213,0.206758097763371,0.248609434772875
"rpoB",96227.4080045866,-0.906776899301705,0.0883012521976443,-10.2691284294822,9.707770955367e-25,3.12849622691179e-24
"rbgA",3193.88554291767,-0.905215033163576,0.111650521093343,-8.1075755339,5.16397669782465e-16,1.32171236381621e-15
"glmS",24901.7098868679,-0.904882410369197,0.0893534888979334,-10.1269958401157,4.19335034394641e-24,1.33249775400453e-23
"ssb_1",66351.809071612,-0.903852131253609,0.0889065347819345,-10.1663182967431,2.80304125669268e-24,8.960726266375e-24
"arsC",219.822984077599,-0.903276734353756,0.286745857546555,-3.15009514725807,0.00163217297328066,0.00239706584267787
"csbC",27.0379899634793,-0.899601094715209,0.778974710489568,-1.1548527604315,0.248150727072916,0.293068217730032
"rmlD",10615.354363043,-0.898261904274464,0.0962792311663945,-9.32975776179645,1.06113147303355e-20,3.09399506422969e-20
"codY",7610.57509283669,-0.894157919410829,0.116320836235369,-7.68699700199499,1.5062866361112e-14,3.69492808118494e-14
"rsmI",1849.44156147798,-0.888115321426876,0.131992984202698,-6.72850399429582,1.71416293367152e-11,3.78494783690022e-11
"glnQ_2",372.780306020271,-0.885500830793196,0.233664954509902,-3.78961762858484,0.000150879352891589,0.000240440370173583
"araC_2",296.161996450215,-0.881382114362435,0.252670036703161,-3.48827318768268,0.000486151086614402,0.000743470249654302
"sugE",156.043670338493,-0.874134117092511,0.352044173359968,-2.48302395903795,0.0130272325266303,0.0179717107299788
"dtpT_1",7669.46030881794,-0.872443122362357,0.110413540995273,-7.90159535232831,2.75356085487799e-15,6.93618493823696e-15
"pemA",54.4196606858958,-0.867598575492914,0.591227633612331,-1.46745268009885,0.14225295279315,0.174473575382662
"rsmH_1",6472.864383211,-0.867237124385596,0.126473188307854,-6.85708280141253,7.02808997990976e-12,1.58480442606464e-11
"rpsO",34779.0311910947,-0.860989951585965,0.132938144977253,-6.47662077527327,9.37995415166316e-11,2.00710846901179e-10
"glnM_2",41518.1223799101,-0.84802816177624,0.0918665088272954,-9.23109164157409,2.67887606780748e-20,7.69814205767059e-20
"rlmCD_1",4741.98754569524,-0.847067048873648,0.107300159495552,-7.89436896325174,2.91787777150555e-15,7.33848564334414e-15
"yecS_2",405.013633239932,-0.846630368366932,0.22650358299954,-3.73782329248475,0.000185620328759995,0.000294623692308985
"clsA_1",6831.91346593149,-0.845385597386528,0.108259477550243,-7.8088830328429,5.76970132837998e-15,1.43297418327316e-14
"ddl_2",1697.89878444306,-0.842936585141408,0.157118133380017,-5.36498599498138,8.09555004717755e-08,1.5144671768633e-07
"cdsA",1495.75102700641,-0.840238224305517,0.149156393913843,-5.63326990052375,1.76824393007178e-08,3.43717257225187e-08
"znuC_3",1278.04064976693,-0.831460130152578,0.145712026737597,-5.7061873941943,1.15534797201825e-08,2.26795804124914e-08
"gph_3",1453.28474432097,-0.831197101576918,0.142420825427053,-5.83620477612421,5.34032562068834e-09,1.06672501733197e-08
"mgsR",2162.03906722129,-0.831114233320773,0.123697067547564,-6.71894855552004,1.8304051214038e-11,4.01931717693082e-11
"guaA_1",73443.1160165344,-0.828379726125918,0.0903657305928752,-9.16696761804558,4.86511864069419e-20,1.38804101720164e-19
"infB",31319.7626019573,-0.825694466197088,0.0917798399371629,-8.99646879709531,2.3309425518579e-19,6.54472758828533e-19
"epsH",5563.93808391122,-0.82484656247764,0.101598537413918,-8.11868540112116,4.71260365289082e-16,1.20812641149794e-15
"ycjP",7.94850211308612,-0.824272502425897,1.38707285756368,-0.594253213110729,0.552342766475913,0.605598956081028
"mngB",375.938689165378,-0.820876463029938,0.240732375615211,-3.40991302450333,0.0006498359956962,0.000983402001091588
"epsL",2228.20511784696,-0.820539996489092,0.125434850389352,-6.54156316161034,6.08791120504983e-11,1.31327298623839e-10
"valS",26790.5371483318,-0.816998924791451,0.0884144364930655,-9.24056022067765,2.45209979787107e-20,7.07199796777309e-20
"serS",7034.9305053237,-0.815940843030205,0.101169092010542,-8.06511975955248,7.31641095140674e-16,1.86065914291366e-15
"znuB",897.756592676258,-0.814726381295549,0.176289850379196,-4.62151609717229,3.8094576817979e-06,6.64984279541914e-06
"queA",17979.7950960515,-0.814257660064703,0.0910856255003426,-8.93947486875017,3.91024067008392e-19,1.08830474593944e-18
"dus_2",4426.45104682805,-0.811066681825265,0.105246641558321,-7.70634264254242,1.29474711131426e-14,3.18583833263107e-14
"eno",153397.185756969,-0.809730654838529,0.0903615236751613,-8.96101152244192,3.21713434261293e-19,9.00119134172193e-19
"fliY",1283.66632403341,-0.809226414911173,0.145378422450538,-5.56634472482666,2.60138372675199e-08,5.00169431520431e-08
"fur",3083.23184781263,-0.805690689357453,0.129834723527255,-6.20551010907586,5.45197664410951e-10,1.13162279236276e-09
"rluD_2",6716.79962062478,-0.803015943475184,0.0983868078759705,-8.16182535861405,3.29999102958483e-16,8.51472563873428e-16
"crr_1",19.518149356674,-0.796619346389737,0.936111719727996,-0.850987472543564,0.394776311789023,0.449237947368209
