"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"relA",75109.0469641612,0.840294208656436,0.0879484296280506,9.55439695978868,1.24305732444229e-21,3.7058937462774e-21
"pepF1_1",5759.40440839246,0.842118293081888,0.102598313181425,8.20791557842447,2.25061360806299e-16,5.84498672762851e-16
"pepV",39748.3502151713,0.842739824400142,0.0941901687785259,8.94721641683983,3.64559054388157e-19,1.01820704313324e-18
"yheS_1",7664.58916168613,0.846156105703327,0.102580804391709,8.24867879249849,1.60155269108186e-16,4.18665334023369e-16
"lacF_3",29.3115913749658,0.848864786236321,0.728284539648174,1.16556749460369,0.243789356530563,0.288559595239149
"mutM",5051.05461968579,0.85083767384833,0.10363645516267,8.20982995330007,2.21501966933288e-16,5.76194659081364e-16
"ltaS1_2",22752.9244260969,0.858212953169438,0.0920362963998973,9.32472281849007,1.11274056685174e-20,3.23854292948439e-20
"cadA",2621.50102363229,0.861656293193399,0.11766108813592,7.32320520610882,2.42117124586955e-13,5.70192991630816e-13
"tqsA_1",1047.10106170089,0.863308378131931,0.166020712442193,5.20000405631634,1.99284177173486e-07,3.70631320163774e-07
"yodB",8848.42864993629,0.865913454153594,0.098083936920937,8.82829014960507,1.06288035730764e-18,2.92751821597537e-18
"ldhB",11256.4848399962,0.872223351454175,0.093553631244542,9.32324421672367,1.12836257823799e-20,3.27801683312934e-20
"opuCD",311.964127690197,0.877316734905544,0.239783662290029,3.65878444981123,0.000253414365652666,0.000399441257543609
"yodJ",10618.1998775931,0.877355285551124,0.0975046076219705,8.99809052052871,2.29677409249871e-19,6.46018437324725e-19
"rpmGA_1",102.740770827369,0.877378113703708,0.401252867964962,2.18659649251484,0.0287719936314912,0.0382985065730218
"rsgA",10480.8973571737,0.883099415837773,0.0934967008335389,9.44524681582122,3.54567695442657e-21,1.04146083237031e-20
"yhfK",2531.37808934936,0.884154244032304,0.117346167299774,7.53458135342102,4.8990400279505e-14,1.17992007934905e-13
"nusB",9539.57231366146,0.887146645025658,0.12580111489021,7.05197760607998,1.76392596595066e-12,4.06981179390355e-12
"gatA_1",4.65921596080108,0.887192110326707,1.87635508623052,0.472827407156191,0.63633631897637,0.686811810040936
"coaE",1569.06947031972,0.887987327835574,0.143906216024823,6.17059743744773,6.80324344163591e-10,1.40476829560109e-09
"lytG",6635.24332775558,0.889430282775772,0.101810615663226,8.73612517694495,2.41242643642861e-18,6.56509895178522e-18
"sorA_3",16429.0759494741,0.889779238445057,0.0908608060860306,9.7927728882636,1.20933029123715e-22,3.68822571580371e-22
"rpe_1",3145.1878139559,0.890495722403613,0.120080337779052,7.41583292380581,1.20862786727941e-13,2.87184412643108e-13
"gdh",11425.6534646635,0.891462310833528,0.0934805260158112,9.53634247503857,1.47958655393547e-21,4.37825612242616e-21
"licC_2",61.9218309741748,0.891464258214352,0.510616250101152,1.74585955311402,0.0808353596367597,0.101490451531326
"ybaK_1",1740.73198369759,0.892193888139164,0.132096035159611,6.75413071301596,1.43694160726701e-11,3.19498748431435e-11
"ssaB_2",1344.57955452676,0.892584122443711,0.140454678444767,6.35496184482537,2.08478361886897e-10,4.39017926089868e-10
"glmM",24349.328294568,0.901897028010102,0.110798778008583,8.13995464769694,3.95425988710244e-16,1.01699220359727e-15
"glyA",14418.3850088917,0.906282045868967,0.0986447933976564,9.18732773067472,4.0272130219782e-20,1.15104544541998e-19
"copB",5408.24824868905,0.910415607719655,0.113917061641923,7.99191617653709,1.32857364036649e-15,3.35728450073564e-15
"dgaR_5",19606.1218848001,0.912133761022113,0.092380696811018,9.87364019225848,5.41625653307973e-23,1.67106209315173e-22
"xerC_4",1487.06171267434,0.914417818612258,0.140700207544771,6.49905095784091,8.08282820464265e-11,1.734213275174e-10
"ghrB",1351.6548198823,0.917962962266672,0.13986353292674,6.56327595233491,5.26383026967168e-11,1.14013847473705e-10
"irtA",289.927131946715,0.928092448669061,0.277475987634577,3.34476671866582,0.00082351805055812,0.00123916893807989
"mprA",783.311317166369,0.928638348886957,0.168644019231534,5.50650033792193,3.66037261424926e-08,6.97047033718279e-08
"glpE_3",284.50278620566,0.933835556084404,0.256887344211945,3.63519487092343,0.000277770587998508,0.000434818855549286
"opuCC",1229.22076343376,0.935997016404357,0.147946420859335,6.32659452636767,2.50630792320909e-10,5.26390793370564e-10
"gpsA_1",11928.7398995935,0.940687677559322,0.0933675369020067,10.0751043539535,7.11851883535522e-24,2.23966047151887e-23
"glxR",8298.56313556578,0.94140619424429,0.106319100937454,8.85453494192079,8.4033438349901e-19,2.32259086550421e-18
"ybjG",185.077044545054,0.941447616296132,0.320874563945994,2.9340051287287,0.00334618679158536,0.00479921565063414
"nox_1",14415.0018676717,0.944803340631743,0.094181643198417,10.0317143399301,1.10579733883291e-23,3.45182228121959e-23
"gmk_1",27920.192585376,0.946317998362023,0.0981157558449927,9.64491370638835,5.16546212897361e-22,1.55746509646326e-21
"cycA",3135.7369759608,0.950610967575447,0.135005618899232,7.0412696547466,1.90495932999325e-12,4.38250759154516e-12
"xseA",7430.27446509547,0.951635352264777,0.099633044182359,9.55140295144442,1.27951651629212e-21,3.80745849334028e-21
"ugl_1",357.178955795487,0.953791752422816,0.231264598913366,4.12424450998708,3.71953605119132e-05,6.16181206399228e-05
"helD_1",3930.95275575064,0.959934024262661,0.110588047399206,8.68026922292467,3.94833093548747e-18,1.06538014394848e-17
"garK",1419.11499423471,0.965087575206837,0.137383534138713,7.02476887974368,2.14420880742107e-12,4.9187037772541e-12
"bin3_3",3482.52399089148,0.966420167930529,0.11026466861449,8.76454969732282,1.87524685822483e-18,5.11197431214714e-18
"gtaB_1",13932.3847347613,0.966968259358745,0.0916026678937118,10.5561145935262,4.75956829063887e-26,1.58519512943454e-25
"sufB_2",11729.7244146627,0.967911408706968,0.0955641577711057,10.1283936496913,4.13384505801876e-24,1.31621626647317e-23
"sufB_1",16210.5009928751,0.968930291000225,0.0948969524376989,10.2103414926453,1.78236423363087e-24,5.7208142337507e-24
"upp",8644.92045470957,0.97183317143835,0.096652864659318,10.0548822310013,8.74259033461148e-24,2.74520785260384e-23
"cdaR_1",22666.939425729,0.972622129029996,0.102221194747847,9.51487733467798,1.81927401226392e-21,5.37344012527674e-21
"pspB_2",2159.45055644729,0.975376162505049,0.124540248315348,7.83181482050125,4.8087745873891e-15,1.19618267861304e-14
"ulaD",32.0272526941935,0.975863115153721,0.734330656329908,1.32891512391838,0.183875973583828,0.223545708145923
"glpK",550.168178632954,0.978190198515816,0.192174106879707,5.09012485812213,3.57827821637631e-07,6.59330893573041e-07
"srrB",911.233032813264,0.985926305783589,0.159568028440802,6.1787208591686,6.46230384769322e-10,1.33783975624546e-09
"nrdH",9207.8099813314,0.987059595858518,0.116074576926407,8.50366740069471,1.83693334628871e-17,4.87399647881938e-17
"yccF",226.555584922265,0.988136073761818,0.287623764597305,3.43551609911401,0.000591426322084556,0.000897569785279899
"hflX",4625.50426402476,0.989746080857861,0.103664307181748,9.54760715395125,1.3272637389948e-21,3.94217140388009e-21
"ssbA",322.31259433838,0.99028580205005,0.240261559448405,4.12169888651169,3.76088579477712e-05,6.2238359514399e-05
"manX_2",21.0515726395585,0.99795012998421,0.855872630489988,1.16600308788106,0.243613197012801,0.288559595239149
"sigV",247.830944374469,1.00172824774389,0.27067220503253,3.70089070513724,0.000214844004654337,0.000340668979491737
"npr_1",8188.25745832789,1.00303899618972,0.0995319776691652,10.0775551704973,6.94322098081236e-24,2.18883322801055e-23
"ypdF",16766.486690775,1.00400708093277,0.0928801570174712,10.8097048193395,3.09664881359815e-27,1.07874505716592e-26
"manZ_3",39.7080854106559,1.00724927148271,0.630729702565915,1.59695867720365,0.110274918712566,0.136620755323272
"fruA_5",25.3004527143183,1.01863282634597,0.800567444542887,1.27238852052945,0.203235110732474,0.244928309073504
"catE",7604.87492184492,1.02326414297958,0.096481037684158,10.6058575606261,2.79884438616424e-26,9.42021197203693e-26
"folD",4957.2287392866,1.02988789199191,0.103467022952801,9.95377911338684,2.42784473877604e-23,7.51970588352422e-23
"araQ_2",32.4002940788647,1.0300143139918,0.680443320109567,1.51374006261968,0.130091779683765,0.160298849269778
"pstB3_1",5944.60561957235,1.03127507933842,0.10011985519893,10.3004052222146,7.0165107418596e-25,2.26577791096156e-24
"dnaE",12177.1324402527,1.03188055998174,0.0938573290522786,10.9941394071312,4.07784838113642e-28,1.45559072259399e-27
"kduI1",852.218977874301,1.03881672477637,0.164813890046639,6.30296830250413,2.91998625988647e-10,6.1085652112211e-10
"ftsL_2",3099.413832199,1.04085838255188,0.134441280907568,7.74210402880273,9.77849280165944e-15,2.42482251405636e-14
"uvrB",6797.09338379264,1.04362495675412,0.0977576715849313,10.6756323041862,1.32353348991208e-26,4.50227631611119e-26
"xerC_3",1884.62643505626,1.05030051105888,0.125061737534312,8.39825618743478,4.53157693887918e-17,1.19047367767255e-16
"sstT",3311.07596603022,1.05525128610476,0.116081969922255,9.09057011016877,9.85210804670449e-20,2.7858891670255e-19
"tmpC",94687.5197759757,1.05832119493679,0.0999278323714073,10.5908551183545,3.28576412650982e-26,1.10124978724287e-25
"mtlR_1",571.996872748931,1.06179285656252,0.191305704077398,5.55024149271025,2.85275253924321e-08,5.46520101380889e-08
"yceM",1788.00382439192,1.07181895993766,0.126927062902561,8.44436903704664,3.05692058206805e-17,8.04399597793776e-17
"lrp",409.248553909386,1.07280041425616,0.221290551087588,4.84792689513229,1.24758355602131e-06,2.23918040719947e-06
"glpO",133.215439709014,1.07324917482082,0.381451435021423,2.81359322913686,0.0048991177782235,0.00698870564778837
"araD",52.8077239762477,1.07659981054774,0.566017552557244,1.90206082070018,0.0571632037452391,0.0737470181218968
"dgaR_4",5944.26208395958,1.07722829283823,0.105890561958957,10.1730340543075,2.61629641003334e-24,8.38057119672651e-24
"sufS",6160.73882724983,1.07757399024032,0.0992313694993143,10.8592070801539,1.80307976742137e-27,6.33665119146758e-27
"mngR",1416.66026668968,1.0776889747933,0.142215932375796,7.57783573745857,3.51366860462286e-14,8.48825556685826e-14
"phoU",8206.64721254228,1.08109245871924,0.127428970731754,8.48388284478109,2.17801059107331e-17,5.75023691706254e-17
"acpA_2",1278.11288876459,1.08333641888767,0.140395956422862,7.71629359199447,1.19761271287921e-14,2.95139232028438e-14
"nylA",6303.68982545017,1.08379440246233,0.102877343834494,10.534821002046,5.9696738119875e-26,1.97994181430919e-25
"bin3_4",312.721381312681,1.08646420508549,0.246844934907723,4.40140368078301,1.07552810949802e-05,1.84310091530769e-05
"dnaB",11087.9441724981,1.09621252638559,0.109636578937221,9.99860208163998,1.54563450823789e-23,4.80595729905218e-23
"levD_1",44.1821220260289,1.09679933499551,0.601389555002071,1.82377516515353,0.0681860699028939,0.0867723607397339
"xylH",30.974159824553,1.0976962862981,0.736531110235764,1.49035970245266,0.136129682242748,0.167479485417662
"walK_3",343.586738899919,1.09836185474235,0.249883709693148,4.39549203143779,1.10522118662314e-05,1.89194852591833e-05
"araN_2",16.9219751702135,1.09900965434823,0.99533565721221,1.10415983430795,0.269523809602752,0.315733557680339
"yifK",5144.26006015185,1.1011874046131,0.109743676801133,10.0341763344467,1.07855787802022e-23,3.37340695836579e-23
"clpC",27551.4088879452,1.10327874964773,0.0942643423914721,11.7040942699829,1.21449106089467e-31,4.63661815094559e-31
"lciA",732.399296697537,1.10579213281851,0.194108139854204,5.69678393522847,1.22088489383896e-08,2.39071187083841e-08
"ltrA_4",3.65076427170371,1.1064833141669,2.00451316981039,0.551996031171781,0.580951072445591,0.633582613405081
"sodA",28625.5146191582,1.11210403791514,0.0931952793896421,11.933051171675,7.96013739856094e-33,3.16023409937881e-32
"lacD",1411.09482038632,1.11381982346387,0.136602145152758,8.15375060339151,3.52808059742306e-16,9.08851830274678e-16
"ettA_1",707.175203768976,1.11399861031561,0.174000967946761,6.40225524869758,1.53098432388752e-10,3.24976939150523e-10
"bglF_4",422.594226037667,1.11635858243878,0.217741068313152,5.12700057498225,2.94394618077985e-07,5.44339409965334e-07
"cspD",27542.2100738501,1.12298950550066,0.0973544855244402,11.5350566484041,8.78293362015432e-31,3.28998360547898e-30
"polC_2",1833.87399583549,1.12315997980256,0.129332976858995,8.68425058387917,3.81247505228688e-18,1.03222113660556e-17
"ybhL",18930.3347695522,1.12676491252927,0.0953740692249918,11.8141641819977,3.29812516788438e-32,1.29007746124618e-31
"ftsX",10095.0165746244,1.13376258685701,0.0971046924320313,11.6756724980164,1.69718208043154e-31,6.4178476770713e-31
"exuR_2",2000.22073857183,1.13572121401895,0.1233371031538,9.20826892295918,3.31426489259925e-20,9.50686434057299e-20
"dapE",3644.92874876042,1.1444837558627,0.110112019347951,10.3938131608155,2.6455994485051e-25,8.66624346094674e-25
"ulaG",9.02727496529095,1.15740965726257,1.50278978082812,0.770174027018452,0.44119666860023,0.496474999395731
"fruA_1",1742.89497302509,1.1745459788384,0.132220593334041,8.88323028373526,6.49463240894831e-19,1.7981660513123e-18
"recQ_1",1102.36952252419,1.17499615971352,0.1499518764939,7.83582164616206,4.65786654042943e-15,1.16045751680182e-14
"dinF",8549.80469388407,1.17744952838746,0.0972697179629517,12.1049958100622,9.93744535023625e-34,3.9950537872667e-33
"ptsG_1",1270.57444759916,1.1784549520152,0.145891774084271,8.07759696810933,6.60554992800551e-16,1.68526209701679e-15
"fucO",55.375398389303,1.17883871730549,0.569593136568901,2.06961538266866,0.0384883763898509,0.0508072099607318
"bceB_2",8653.17231676999,1.18604761953905,0.0997101423730214,11.8949546286071,1.25721326481534e-32,4.9664603414045e-32
"uvrA",11987.0554283802,1.18994072808456,0.0978787369475416,12.1572954984321,5.24670541398844e-34,2.12538295650626e-33
"mntB_2",978.233682244203,1.20437665829555,0.157587824251563,7.64257431699142,2.12921030068587e-14,5.19096906384673e-14
"cdaA",9084.57491390409,1.20938124105213,0.119823883362351,10.0929898707667,5.93342085183148e-24,1.87793359763732e-23
"xerD_1",543.5372943592,1.21114042516237,0.211161923832016,5.73560044909354,9.71674827445232e-09,1.9192386169886e-08
"opuCB",437.588169957732,1.21726889634198,0.210714821650253,5.77685464557599,7.61099816918529e-09,1.51081160665124e-08
"sppA",8214.75241475567,1.21947813374286,0.103631140634657,11.7674873235452,5.74090363013796e-32,2.22372714821889e-31
"puuD",1918.91690411876,1.23101091472142,0.125366048464851,9.81933250505666,9.29570007372774e-23,2.84591433026434e-22
"kbaY",111.423294911276,1.23774673517531,0.386887319986343,3.19924347796924,0.00137788747582685,0.00203299060381496
"lacF_5",8.55827328012986,1.23875118200357,1.3320879974931,0.929931944687453,0.352406321998634,0.405662230384544
"dinB_2",3201.68269031836,1.25210566416236,0.114161103262289,10.9678833541544,5.45340641347235e-28,1.93790692193035e-27
"rpoZ",16098.1563607531,1.2526014972042,0.101673514520802,12.3198406498274,7.0834116434679e-35,2.92855890027579e-34
"Int-Tn_1",2693.16597402682,1.25291231107658,0.127806882028333,9.80316780436618,1.09109060933913e-22,3.33400431874836e-22
"pdxK",6663.9035342137,1.25427801510646,0.10704109647779,11.7177239058524,1.03413179190511e-31,3.96707906677816e-31
"dnaI",13929.9786414677,1.26267855212755,0.0915624502564445,13.7903534537476,2.91329045799909e-43,1.38446519675658e-42
"pucK",19646.2869518759,1.26377926236295,0.102430884325619,12.3378731979458,5.66321055836999e-35,2.34787271065756e-34
"opuCA_1",2238.24843967839,1.26426861465525,0.121739332681931,10.3850463675402,2.90028358292257e-25,9.46158086887856e-25
"pgaC",2832.7395886528,1.26459052187405,0.117647875047897,10.7489448607483,5.99433863293217e-27,2.05667825509224e-26
"araC_3",51.8917267061787,1.2666453758466,0.55742524670996,2.27231432971973,0.0230675319196821,0.0309380883033984
"bceA_2",1804.54666010983,1.27076691647776,0.136173217001521,9.33198865723768,1.03902801703006e-20,3.03510569378323e-20
"oppF_1",10658.0368676364,1.2711357673843,0.102442999746983,12.4082247740089,2.35823521554837e-35,9.93203826230953e-35
"phoR_1",2692.9769941309,1.2718325796221,0.115349648633895,11.0258903662441,2.86667511211264e-28,1.0278708960548e-27
"araQ_1",160.025728172219,1.27207483385484,0.333103902860095,3.81885298530746,0.00013407363247301,0.000214517811956816
"licT_3",53.9804668164434,1.27273240552575,0.569380531497885,2.23529315654249,0.0253981090555253,0.0339494455217434
"gsiC",5521.2591057935,1.27333725240227,0.10335827801089,12.3196446081282,7.10065160494004e-35,2.92855890027579e-34
"prsA_2",23826.9876166649,1.27976993734294,0.0942826182883855,13.5737632299143,5.73027737456603e-42,2.68311811185563e-41
"pstB3_2",7002.5672465097,1.28600061082779,0.100278023395344,12.824351411054,1.19784741336087e-37,5.28247391155266e-37
"pisA",100.523239921164,1.28781763648502,0.415409444351813,3.10011641284293,0.00193444596427704,0.00282535594048536
"pepS",12822.538163642,1.28808954242692,0.0965630442553956,13.3393634423963,1.36621133394707e-40,6.32269896408062e-40
"hypBA2",8424.56808491693,1.29580655891096,0.101881935381017,12.7187077283614,4.65494896481162e-37,2.01377139999459e-36
"potA_2",375.960476161274,1.29945014559358,0.230926855953572,5.62710707781356,1.83256978606616e-08,3.55786719441137e-08
"csp",5395.68315797217,1.30212352718462,0.103458651480604,12.5859317567921,2.52347519062356e-36,1.08284973139426e-35
"tqsA_4",4999.86912063029,1.31176694040961,0.104567971119224,12.5446341395874,4.25374390912671e-36,1.80585608088793e-35
"guaB",47711.246608011,1.32124967286361,0.0909828773169366,14.521959645891,8.79592233070825e-48,4.48817575336139e-47
"gltC_2",594.689409144262,1.32142526818579,0.193383315395121,6.83319171297614,8.30458528111063e-12,1.86209855880678e-11
"ytpP",4704.79685766202,1.32246513660621,0.106703266591844,12.3938580218433,2.82136313847132e-35,1.17890029303054e-34
"ponA_2",27983.2051739557,1.32808963230646,0.0894344120422199,14.8498726830059,6.97009035493676e-50,3.63815863772437e-49
"pepA",10930.4666013455,1.33427842717628,0.0974275095605514,13.695089130314,1.08626978357781e-42,5.10130234647752e-42
"phoP",2894.80323831803,1.33824562954374,0.118904404364132,11.2548028536059,2.19315975888238e-29,8.02646054285228e-29
"czcD",827.620692692305,1.34231007628804,0.167744742015997,8.00209926198479,1.22315717491475e-15,3.09581275431524e-15
"ogt",2603.56948972282,1.34811250879455,0.128670109437493,10.4772780149802,1.09860235020688e-25,3.63612253956206e-25
"manX_5",17606.8775163851,1.35518872160374,0.0903094461751165,15.0060572730779,6.70145327474737e-51,3.54442312737469e-50
"pezT",4370.82007572153,1.36770497687941,0.106857260976212,12.7993639775577,1.65299506304551e-37,7.26952524963663e-37
"yckB",2581.53332634515,1.36843484272987,0.117070120238152,11.6890188542226,1.45052600202388e-31,5.52449137612923e-31
"feuB_2",305.749908853709,1.37439413449042,0.253724151581806,5.41688335904156,6.06468759129805e-08,1.14260149649071e-07
"pstC1",4758.64673419134,1.37487424462291,0.106321194754118,12.9313280179225,2.99598732308143e-38,1.34355262488609e-37
"ohrA",407.580964726682,1.37678974769566,0.227265471610584,6.05806829316672,1.37765909050365e-09,2.82633153618789e-09
"ligA_2",1036.2213040429,1.37881946976768,0.156470063507595,8.81203368145081,1.22895686126475e-18,3.37910073080048e-18
"dhaK",1944.64128539716,1.380539795753,0.133663599474974,10.3284649012574,5.2392312214938e-25,1.70221553155472e-24
"gatB_1",9.25914087827098,1.38833758116732,1.53680712804225,0.903390904319879,0.366318465657087,0.420157779053373
"yumC",1593.1081680354,1.39350535021084,0.135274001341436,10.301353818119,6.94765538096716e-25,2.2481031232723e-24
"pyrF",2825.00958957044,1.39771521100879,0.112501326899051,12.4239886722668,1.93659956700841e-35,8.19964497520581e-35
"msrB",4347.85356200947,1.40177353064811,0.106508424269628,13.1611517141545,1.46830476702756e-39,6.67868911173681e-39
"mtlA_3",164.74313111274,1.40467268921819,0.331408208267166,4.23849697798011,2.25021211410061e-05,3.786826306182e-05
"mfpA",399.634872663664,1.41029018768321,0.217956599745597,6.47050921756592,9.76731943640198e-11,2.08439310224557e-10
"yhaO",2253.08006952235,1.42460377773555,0.125164552213609,11.3818469569906,5.14973879486278e-30,1.90217729963377e-29
"malL_2",6420.93165981567,1.42626829137892,0.0992444136754881,14.3712702665821,7.83803221889156e-47,3.91164491927127e-46
"yqiK",7023.80286126496,1.43973795733365,0.0976098397720924,14.7499264489653,3.08000190231127e-49,1.59200098327258e-48
"pphA",3370.42119261186,1.4480064626583,0.125399326849758,11.5471629635872,7.62975993164233e-31,2.86475891772986e-30
"hmo",431.460534346664,1.45001271379749,0.213421653065579,6.7941218380121,1.08974262364114e-11,2.42979027568164e-11
"hchA",3083.66149092597,1.46686256060315,0.116647089699606,12.5752178162411,2.89002662490248e-36,1.23680709323784e-35
"yhaX",3466.74953563643,1.47124834188233,0.125310435857928,11.7408285416099,7.87115243388702e-32,3.03411009073805e-31
"nrdR",3433.81561156345,1.47294249809652,0.109943056837673,13.3973216723569,6.26847313048714e-41,2.91795591337296e-40
"bglF_1",437.385608601462,1.47392331946914,0.219134511858877,6.72611222653212,1.7425618434266e-11,3.84232472955007e-11
"mshD_1",2783.79764446461,1.4777562751191,0.11711873821936,12.6175904691811,1.68910686259213e-36,7.26772466282883e-36
"cpdA_2",5709.89768007323,1.4809078705406,0.102588453445354,14.4354244635284,3.09732997922883e-47,1.56538073870866e-46
"nnrD",1783.33333537671,1.48270540919971,0.142278342561221,10.4211602588898,1.98516472435165e-25,6.5297153743137e-25
"fruA_3",34.459930265358,1.49410354825234,0.739500711007794,2.02042205776404,0.0433396273428458,0.0568190137326948
"ccpB",786.235648569972,1.49598018480205,0.1771070353834,8.44675753034636,2.9950487448138e-17,7.89423443997279e-17
"ssb_2",1179.35136134198,1.49708864706013,0.16156115033481,9.26639011889709,1.92552510007005e-20,5.5634046448485e-20
"mecA",16866.3020101754,1.50438616004088,0.109411850344936,13.749755216625,5.11021310945027e-43,2.41408286950885e-42
"topB_3",345.725693950628,1.52492328586179,0.239617939408631,6.36397796269032,1.96594359027955e-10,4.15641725859899e-10
"frlB_3",578.727547786946,1.53017106953249,0.186203511621941,8.21773475808166,2.07383007040433e-16,5.40349831764925e-16
"phoR_4",8841.69873527193,1.53465640185503,0.0977344792210691,15.7023029547611,1.4584976330534e-55,8.2046933986608e-55
"vanX_1",1384.829699808,1.53624995518083,0.143684891809567,10.6917988094177,1.11193187869938e-26,3.79056863145485e-26
"thiT",2287.61963527373,1.55969077823479,0.156927289038009,9.93893915963224,2.81812195882461e-23,8.7115537057258e-23
"thiY",1713.84158390916,1.56292609069186,0.13049192017234,11.9771866995882,4.67934874910971e-33,1.86704842320367e-32
"glcR_2",220.680746316977,1.56379455037758,0.280074667240138,5.5834915945353,2.35737176608807e-08,4.55453380050025e-08
"pstA",3517.14005740414,1.56961854104921,0.109708421222263,14.3071837472644,1.97344497849577e-46,9.78730344475162e-46
"xpt",11397.5681184958,1.62110620324051,0.0962627314172104,16.8404342924211,1.23328038010773e-63,7.79119986163299e-63
"algC",5360.51023147928,1.6263508079098,0.110192447367856,14.759185831317,2.68502547102047e-49,1.39236499995589e-48
"pox5",4460.04666846593,1.62715013475881,0.113608316339451,14.3224562002753,1.58423491902481e-46,7.88156872214841e-46
"lacR_3",840.83823412205,1.63191163045612,0.188418640075115,8.66109441085842,4.67256340528106e-18,1.25442174387984e-17
"tkt",105184.873744277,1.63511749956234,0.0977623332395815,16.7254344835985,8.5550028566567e-63,5.32014240148339e-62
"comEC",1381.03188810013,1.65051613380996,0.143328692471771,11.515601693883,1.10088417011414e-30,4.1141023446519e-30
"hhaIM",9.76353561615011,1.6528257987226,1.29969363200871,1.27170416013204,0.203478251943306,0.245035837438535
"bglH_2",1092.26516266032,1.65840136085603,0.14926147934262,11.11071234293,1.11268322017461e-28,4.01676119391832e-28
"pyrDB",1903.83191853264,1.6836039883452,0.126551804445297,13.3036742994285,2.20367128619394e-40,1.01688251815094e-39
"oppD_1",9331.80227464268,1.68713684446758,0.11642371027009,14.4913509503658,1.37413347053977e-47,6.96694422006153e-47
"pyrE",3367.92798939398,1.6887360097265,0.112631021456076,14.9935247669318,8.09411802112364e-51,4.26683307603604e-50
"cdr_2",1619.1076429899,1.69332766579528,0.133032841697737,12.728643876094,4.09896732046975e-37,1.77808064691767e-36
"yuaF",2022.15553400876,1.69986006008501,0.149893777346801,11.3404311384597,8.27358450929264e-30,3.04896910620229e-29
"manX_4",49215.5688062542,1.70195195802785,0.0909036756013193,18.722586812575,3.24026158581245e-78,2.33416128715539e-77
"rbbA",1193.38761517448,1.7121194355864,0.145096895758828,11.7998350456249,3.91077310554107e-32,1.51852458146863e-31
"argR_1",4080.41718407476,1.72716344267499,0.109582257738349,15.7613420121254,5.74010151385856e-56,3.25204327760243e-55
"yrrK",21215.9571346015,1.73040915816312,0.100304178270366,17.2516159147315,1.08813029008312e-66,7.01337417737785e-66
"pyrP",2694.54182157495,1.7475970120763,0.113790779811729,15.3579843197117,3.13160691173769e-53,1.71323649604344e-52
"anr",714.881094784325,1.75560069250592,0.17967617362413,9.77091540349983,1.50089755139191e-22,4.56869770901706e-22
"gpmI",232.548384894744,1.75601742065014,0.279126585191762,6.29111490560366,3.15193904836599e-10,6.57652288990649e-10
"doc",209.957012857868,1.7642392631044,0.30079756346571,5.8652046338983,4.48579121499735e-09,9.02829281197949e-09
"ulaA_2",178.098321912047,1.78176675086942,0.309211265838427,5.76229571079229,8.29774494941805e-09,1.64099502602156e-08
"pyrK_2",1040.63583375996,1.7950921978265,0.168422497349778,10.6582684978152,1.59539968493088e-26,5.40399212427652e-26
"proX_2",506.823965298368,1.79565971909082,0.225231847131946,7.97249475132565,1.55502842594439e-15,3.92330468162197e-15
"cypC",4654.92591908538,1.79901530966703,0.107235648391049,16.7762804315471,3.63929087917053e-63,2.28100436206279e-62
"mrp",10491.739093487,1.79937653320565,0.0936843792352656,19.2067935753404,3.24712463157551e-82,2.48529923724433e-81
"yehU_1",51.5023967333399,1.80132722839308,0.559467741720324,3.21971598014591,0.00128317659381919,0.00190029501149781
"manZ_6",482.10945563675,1.8019434209067,0.201472471482613,8.94386914324524,3.75777457440621e-19,1.04770177275914e-18
"purA",46089.7438940398,1.80844278458402,0.0881641337978447,20.5122276676667,1.67446955215833e-93,1.42553771499255e-92
"rbsK/rbiA",4701.9496044553,1.81861998857153,0.114330226706786,15.9067294883934,5.69097335133676e-57,3.27076879975744e-56
"banIM",18.1936439596594,1.84266659193378,1.01107305690032,1.82248609965229,0.0683812609824704,0.0869512519840998
"mutS_2",3117.72149292121,1.85140288523169,0.112513051179893,16.4550055821663,7.72147593057545e-61,4.69182812270081e-60
"yecS_1",1497.12507437429,1.85804178804073,0.172922408701291,10.7449450999167,6.25991537364502e-27,2.14317962899847e-26
"gloA",7341.14061061618,1.87262245058349,0.105953634139665,17.6739803763132,6.65324265232099e-70,4.37684392665083e-69
"ssuB",978.698755200443,1.87854353207434,0.160890128796147,11.6759402589236,1.69184617382084e-31,6.41290263981614e-31
"ribX",1147.9400108277,1.88184979583725,0.152933796971579,12.3049962343312,8.51403993303139e-35,3.49338958076958e-34
"ybhF",167.400874673446,1.88598858341813,0.331254378882624,5.69347517693165,1.24479321065408e-08,2.43154698326539e-08
"uxaB",241.041620950447,1.89032384253543,0.277486092090457,6.81231923479326,9.60376945109325e-12,2.14735968625568e-11
"cpdA_1",1015.13659838881,1.89624935652298,0.156613567272292,12.1078230293172,9.6008540607241e-34,3.86950877586652e-33
"pstS1_1",1093.98795044339,1.8993686731546,0.160952283279604,11.8008184441537,3.86533547034866e-32,1.50455111706481e-31
"cysK",18249.9759591423,1.90266434686647,0.100840830117343,18.8679956784612,2.09079395241814e-79,1.54815998709288e-78
"hisK",1448.99774533981,1.90516752089278,0.136567267427827,13.9503964366836,3.12861510295997e-44,1.50022748310611e-43
